{'cname': '鑫启元（北京）建筑工程有限公司', 'corcode': '91110116MAC3M7A049', 'cid': '002212312027452284'}
{'cname': '北京海达方舟建设工程有限公司', 'corcode': '91110117MA7F09HR7E', 'cid': '002202102018271096'}
{'cname': '旭阳天羿（北京）建筑工程有限公司', 'corcode': '91110117MA7FFN024Y', 'cid': '002202102018271097'}
{'cname': '北京景杰建筑工程有限公司', 'corcode': '91110109MA7DHXL83X', 'cid': '002202222018275517'}
{'cname': '北京典硕建筑工程有限责任公司', 'corcode': '91110117MA04FF5W75', 'cid': '002202102018271098'}
{'cname': '北京雨林德海科技有限公司', 'corcode': '91110106MA04CQYH24', 'cid': '002202102018271107'}
{'cname': '国创中安（北京）工程有限公司', 'corcode': '91110117MA7CXU6P5J', 'cid': '002202102018271099'}
{'cname': '北京恒睿易创科技有限责任公司', 'corcode': '91110109MA7D580X04', 'cid': '002202151502273072'}
{'cname': '北京顺兴建业建筑工程有限公司', 'corcode': '91110109MA02MAG75A', 'cid': '002112261919245019'}
{'cname': '北京中新华建装饰工程有限公司', 'corcode': '91110116MA01G4XN40', 'cid': '002203092006282494'}
{'cname': '北京兴庞建筑装饰工程有限公司', 'corcode': '91110115MA7DUWQ67T', 'cid': '002202151502273073'}
{'cname': '北京中梵建设工程有限公司', 'corcode': '91110109MA02AYLA13', 'cid': '002202222019275519'}
{'cname': '北京倍斯特建筑工程有限责任公司', 'corcode': '91110115MA001KEG75', 'cid': '002203052006281106'}
{'cname': '北京承誉建筑有限公司', 'corcode': '91110109MA7E4N3Q9U', 'cid': '002202222019275520'}
{'cname': '中工益强建设工程（北京）有限公司', 'corcode': '91110109MA0084D12L', 'cid': '002105291240509161'}
{'cname': '北京奥建建筑工程有限公司', 'corcode': '91110117MA009WQGXX', 'cid': '002105291240522014'}
{'cname': '北京鑫业永华体育设施有限责任公司', 'corcode': '911101157355976108', 'cid': '002105291240509249'}
{'cname': '北京瑞美森建筑工程有限责任公司', 'corcode': '91110106569474331U', 'cid': '002105291240509250'}
{'cname': '北京市华凯电气安装有限责任公司', 'corcode': '91110108721471347K', 'cid': '002105291240522342'}
{'cname': '北京瑞田丰融市政工程有限公司', 'corcode': '91110106575221250W', 'cid': '002105291240522344'}
{'cname': '中冶兴隆（北京）建设工程有限公司', 'corcode': '91110109MA00CHT70B', 'cid': '002105291240522015'}
{'cname': '缘一（北京）建设工程有限公司', 'corcode': '91110228MA009RMMXF', 'cid': '002105291240522017'}
{'cname': '北京新嘉业建筑装饰有限责任公司', 'corcode': '911101156004293967', 'cid': '002105291240522346'}
{'cname': '北京市凌奇装饰工程有限公司', 'corcode': '91110108600477304U', 'cid': '002105291240529493'}
{'cname': '北京城建新兴装饰工程有限公司', 'corcode': '91110108723952865W', 'cid': '002105291240522347'}
{'cname': '北京华明九州景观艺术有限公司', 'corcode': '91110112585865658F', 'cid': '002105291240522348'}
{'cname': '北京恒远燕安实业有限公司', 'corcode': '91110304102764220A', 'cid': '002105291240522349'}
{'cname': '北京世纪卓展文化传播有限责任公司', 'corcode': '91110112MA002QXD5H', 'cid': '002105291240522190'}
{'cname': '北京原创艺墅建筑工程有限公司', 'corcode': '91110116MA00BFJY79', 'cid': '002105291240522192'}
{'cname': '北京固邦建设集团有限公司', 'corcode': '91110116MA01WHM689', 'cid': '002105291322986348'}
{'cname': '北京昆仑盛业建设工程有限公司', 'corcode': '91110111MA01UAM259', 'cid': '002105291322986349'}
{'cname': '北京七宝光装饰工程有限公司', 'corcode': '911101057725878680', 'cid': '002105291322986702'}
{'cname': '北京帮安迪信息科技股份有限公司', 'corcode': '91110108600376255L', 'cid': '002105291322986703'}
{'cname': '北京中艺腾达工程设计有限公司', 'corcode': '91110106680480414B', 'cid': '002105291322986704'}
{'cname': '北京鑫程雨时设备安装有限公司', 'corcode': '91110116778621756Y', 'cid': '002105291322986705'}
{'cname': '北京清美华筑建筑设计有限公司', 'corcode': '91110109MA01N5BJ21', 'cid': '002105291322988103'}
{'cname': '北京吉恩建筑设计有限公司', 'corcode': '91110109MA01T71010', 'cid': '002105291322988104'}
{'cname': '北京安邦双防建设工程有限公司', 'corcode': '91110109MA01RCUN79', 'cid': '002105291322988782'}
{'cname': '中安广兴（北京）建筑有限公司', 'corcode': '91110109MA01QE3R8X', 'cid': '002105291322988791'}
{'cname': '埃尔博工业设备（北京）有限公司', 'corcode': '91110105085502084B', 'cid': '002105291322982287'}
{'cname': '北京乾橙科技发展有限责任公司', 'corcode': '91110108MA01GDGW4T', 'cid': '002105291322982288'}
{'cname': '北京欧诚建筑有限公司', 'corcode': '91110112MA01XJ1C4N', 'cid': '002105291322982289'}
{'cname': '亿杰（北京）消防工程有限公司', 'corcode': '91110112091893261D', 'cid': '002105291322982290'}
{'cname': '北京神元日盛劳务分包有限公司', 'corcode': '91110109MA01TR8C9Y', 'cid': '002105291322982985'}
{'cname': '北京骏驰伟业建筑工程有限公司', 'corcode': '91110111MA01UDKA6Y', 'cid': '002109081905181863'}
{'cname': '北京雪格展览服务有限公司', 'corcode': '91110116MA02064N9N', 'cid': '002110281915206790'}
{'cname': '北京京海城宜建筑工程有限公司', 'corcode': '91110117MA04CAR726', 'cid': '002110291911207566'}
{'cname': '北京璞晟建筑装饰有限公司', 'corcode': '91110117MA02AJCD8A', 'cid': '002110291911207572'}
{'cname': '中邦世纪（北京）建筑工程有限公司', 'corcode': '91110109MA0214HE8A', 'cid': '002110281915206791'}
{'cname': '中城名建（北京）建筑有限公司', 'corcode': '91110109MA021BCQ3B', 'cid': '002110281915206792'}
{'cname': '元能新达（北京）建筑工程有限公司', 'corcode': '91110109MA029QRL2R', 'cid': '002111021911209229'}
{'cname': '北京尚安信达工程有限公司', 'corcode': '91110109MA029QW881', 'cid': '002111021911209230'}
{'cname': '北京华信立达电力设备有限公司', 'corcode': '911101013183085824', 'cid': '002111021911209231'}
{'cname': '北京巍稳建筑劳务有限公司', 'corcode': '91110109MA04C9JL35', 'cid': '002111021911209233'}
{'cname': '北京金豪智慧科技有限公司', 'corcode': '91110109MA029QJMXN', 'cid': '002111021911209234'}
{'cname': '华宇德艺（北京）建筑工程有限公司', 'corcode': '91110109MA029T0743', 'cid': '002111021911209235'}
{'cname': '中阳天顺（北京）建设有限公司', 'corcode': '91110109MA01Y5BR8Q', 'cid': '002110211915203003'}
{'cname': '北京璟衡装饰工程有限公司', 'corcode': '91110117MA04CD6K3F', 'cid': '002110291911207576'}
{'cname': '北京盈贝建设工程有限公司', 'corcode': '91110112MA01P00N2L', 'cid': '002111041910211004'}
{'cname': '睿合品筑（北京）建设工程有限公司', 'corcode': '91110116MA006Y1E3H', 'cid': '002105291258791502'}
{'cname': '中润美达（北京）建设有限公司', 'corcode': '91110109MA01NQ7F1D', 'cid': '002105291255769136'}
{'cname': '北京华创互联科技股份有限公司', 'corcode': '911101063271731490', 'cid': '002105291258808691'}
{'cname': '中辉鑫业（北京）建筑工程有限公司', 'corcode': '91110109MA01LGR16B', 'cid': '002105291258808694'}
{'cname': '北京卓越信通电子股份有限公司', 'corcode': '91110108790650445R', 'cid': '002105291258794912'}
{'cname': '北京恒源通建筑工程有限公司', 'corcode': '91110117752608422N', 'cid': '002105291255769830'}
{'cname': '北京伯尔明建筑工程设计有限公司', 'corcode': '91110113102551583Y', 'cid': '002105291254764571'}
{'cname': '中核能源科技有限公司', 'corcode': '91110108754186665D', 'cid': '002105291254764572'}
{'cname': '万陇建设集团有限公司', 'corcode': '91110228MA00FWPG6J', 'cid': '002105291258795595'}
{'cname': '中创北建（北京）机电工程有限公司', 'corcode': '91110228MA01ET388B', 'cid': '002105291258804161'}
{'cname': '北京腾飞祥泰建筑工程有限公司', 'corcode': '91110109MA01QU0B1N', 'cid': '002105291258804165'}
{'cname': '北京旭帆波建筑劳务有限公司', 'corcode': '91110114MA01QH5835', 'cid': '002105291258804171'}
{'cname': '北京中宏园林工程有限公司', 'corcode': '91110114MA006U3948', 'cid': '002105291254764927'}
{'cname': '北京紫元建设工程有限公司', 'corcode': '91110114MA01NB9E5D', 'cid': '002105291254764928'}
{'cname': '北京市盛寅达建筑工程有限公司', 'corcode': '911101145996577379', 'cid': '002105291258794626'}
{'cname': '世纪兴华（北京）建设有限公司', 'corcode': '91110117MA01YLN079', 'cid': '002105291335086042'}
{'cname': '天工营造（北京）工程有限公司', 'corcode': '91110114MA01YMX383', 'cid': '002105291328055280'}
{'cname': '金捷利工程技术（北京）有限公司', 'corcode': '91110112MA01GB1P61', 'cid': '002105291335086378'}
{'cname': '北京鼎枫嘉泰建筑工程有限公司', 'corcode': '91110109MA01PXN6XU', 'cid': '002105291328065059'}
{'cname': '北京蓝白格建筑装饰设计有限公司', 'corcode': '91110117MA001Y0D1C', 'cid': '002105291335088038'}
{'cname': '北京世源希达工程技术有限公司', 'corcode': '911101081020188428', 'cid': '002105291328064714'}
{'cname': '北京善久装配式建筑有限公司', 'corcode': '91110117MA01K2DA79', 'cid': '002105291335089762'}
{'cname': '北京纳沃悦创装饰设计工程有限公司', 'corcode': '91110114MA01U2H21P', 'cid': '002105291335089069'}
{'cname': '北京中能装饰有限公司', 'corcode': '91110114MA020C490U', 'cid': '002105291335089763'}
{'cname': '北京博泰城宇建筑工程有限公司', 'corcode': '91110111MA00ANEE8P', 'cid': '002105291328057686'}
{'cname': '北京浩冉建筑工程有限公司', 'corcode': '91110109MA01YCFW3M', 'cid': '002105291335090436'}
{'cname': '中诚铭建（北京）建设工程有限公司', 'corcode': '91110109MA01TQ170Y', 'cid': '002105291335090439'}
{'cname': '北京雅图展览展示有限责任公司', 'corcode': '91110114700349094R', 'cid': '002105291335089764'}
{'cname': '豪彩邦（北京）保温涂料有限公司', 'corcode': '91110113055632072A', 'cid': '002105291328057699'}
{'cname': '北京迪美彩钢钢结构有限公司', 'corcode': '91110115674270410R', 'cid': '002105291328057700'}
{'cname': '宇丽峰（北京）建筑装饰工程有限公司', 'corcode': '91110111MA01KG932A', 'cid': '002105291248693625'}
{'cname': '北京铭通建筑工程有限公司', 'corcode': '91110115MA01K9D47Q', 'cid': '002105291248693631'}
{'cname': '北京弘文建筑装饰工程有限公司', 'corcode': '91110116MA019PGT4D', 'cid': '002105291248693629'}
{'cname': '北京昌立建筑工程有限公司', 'corcode': '91110109MA01FBCT37', 'cid': '002105291248693985'}
{'cname': '北京华君朋工程咨询有限公司', 'corcode': '91110107MA00735L7E', 'cid': '002105291248693993'}
{'cname': '北京京创鸿图建筑工程有限公司', 'corcode': '91110114585805778M', 'cid': '002105291248687504'}
{'cname': '中亿诺（北京）建筑有限公司', 'corcode': '91110109MA01H96W5E', 'cid': '002105291248694336'}
{'cname': '久金泰建筑装饰集团有限公司', 'corcode': '911101157609385602', 'cid': '002105291248687507'}
{'cname': '北京百微特环境科技有限公司', 'corcode': '911101085976778141', 'cid': '002105291248687519'}
{'cname': '北京华夏天工建设发展有限公司', 'corcode': '91110111MA01HBRQ5G', 'cid': '002105291248694340'}
{'cname': '北京慧峰仁和科技股份有限公司', 'corcode': '91110302692334975K', 'cid': '002105291248694692'}
{'cname': '北京众宇天成建设工程有限公司', 'corcode': '91110117MA01K59WXY', 'cid': '002105291248694341'}
{'cname': '北京都润生态环境工程有限公司', 'corcode': '91110107797593295J', 'cid': '002105291248675910'}
{'cname': '远洋机电设备技术发展有限公司', 'corcode': '91110228358310759H', 'cid': '002105291248688913'}
{'cname': '中新合创建设集团有限公司', 'corcode': '9111011367740674XP', 'cid': '002105291248688918'}
{'cname': '北京元富工程技术有限公司', 'corcode': '91110106306750437R', 'cid': '002105291242641334'}
{'cname': '北京洪泰兴建筑工程有限公司', 'corcode': '91110113MA00H7C3XQ', 'cid': '002105291241619583'}
{'cname': '北京碳星科技有限公司', 'corcode': '91110109MA01DCEC9E', 'cid': '002105291242641347'}
{'cname': '北京国电广泰建设工程有限公司', 'corcode': '911101027940802243', 'cid': '002105291242641681'}
{'cname': '北京智云联工程技术有限公司', 'corcode': '91110109MA01ELL802', 'cid': '002105291242641683'}
{'cname': '北京智都建筑工程有限公司', 'corcode': '91110105801389677J', 'cid': '002105291242641684'}
{'cname': '北京鑫宏润达建设工程有限公司', 'corcode': '911101116835650182', 'cid': '002105291242641686'}
{'cname': '北京中禾晟安建设工程有限公司', 'corcode': '91110113MA0095B93C', 'cid': '002105291241619593'}
{'cname': '北京铭洋瀚海装饰工程有限公司', 'corcode': '91110112MA0036AN18', 'cid': '002105291241619600'}
{'cname': '北京奥菲斯装饰工程有限公司', 'corcode': '911101086857608537', 'cid': '002105291241619612'}
{'cname': '北京安实创业科技发展有限公司', 'corcode': '91110109700278724G', 'cid': '002105291241619613'}
{'cname': '北京国盛惠安建筑工程有限公司', 'corcode': '91110109MA01CYE21M', 'cid': '002105291242637475'}
{'cname': '中租渤海（北京）建设发展有限公司', 'corcode': '91110109MA01DY5899', 'cid': '002105291242637476'}
{'cname': '北京铭洋东方建筑劳务有限公司', 'corcode': '91110109MA017QJAX9', 'cid': '002105291242637826'}
{'cname': '北京荔枝建筑工程有限公司', 'corcode': '91110109MA018N020A', 'cid': '002105291241619958'}
{'cname': '北京中盛泰和建筑装饰有限公司', 'corcode': '91110113801164574D', 'cid': '002105291241609382'}
{'cname': '三利节能环保工程股份有限公司', 'corcode': '9111010862591235XU', 'cid': '002105291241609383'}
{'cname': '北京腾云嘉业建筑装饰工程设计有限公司', 'corcode': '91110113067310169D', 'cid': '002105291241609384'}
{'cname': '北京天海航天电子科技有限公司', 'corcode': '91110109723984787K', 'cid': '002105291241609774'}
{'cname': '北京筑墅国际装饰有限公司', 'corcode': '91110117MA0027KT17', 'cid': '002105291241609413'}
{'cname': '北京豪顺电气安装工程有限公司', 'corcode': '91110115MA00BFR428', 'cid': '002105291241609717'}
{'cname': '北京东方之鼎装饰设计工程有限公司', 'corcode': '91110105787792979K', 'cid': '002105291241609414'}
{'cname': '北京泽诚明润建筑工程有限公司', 'corcode': '91110109096965797X', 'cid': '002105291241609410'}
{'cname': '北京国盛缘建筑工程有限公司', 'corcode': '91110114739355862N', 'cid': '002105291241609415'}
{'cname': '北京中安恒润建设工程有限公司', 'corcode': '91110109MA01BE4F48', 'cid': '002105291241609411'}
{'cname': '北京星雨文博装饰有限公司', 'corcode': '91110228664621096N', 'cid': '002105291241609740'}
{'cname': '北京三合正道装饰工程有限公司', 'corcode': '91110117584407006R', 'cid': '002105291241609741'}
