{'cname': '北京中天远建筑工程有限公司', 'corcode': '91110109MA019HWA91', 'cid': '002105291241581606'}
{'cname': '北京观之龙装饰工程有限公司', 'corcode': '91110116MA7N70HK0B', 'cid': '002210252017415743'}
{'cname': '北京科力达宏业科贸有限责任公司', 'corcode': '9111010880210694XD', 'cid': '002211192021431321'}
{'cname': '北京中电博天科技有限公司', 'corcode': '91110108053569866N', 'cid': '002211192021431322'}
{'cname': '北京中浩富鑫建筑工程有限公司', 'corcode': '91110114MA01NMJQ79', 'cid': '002105291254743811'}
{'cname': '北京国信网联科技有限公司', 'corcode': '911101075858026496', 'cid': '002105291258781981'}
{'cname': '中五建装饰工程（北京）有限公司', 'corcode': '91110105802112442W', 'cid': '002105291258781971'}
{'cname': '北京中研韬盛科技发展有限公司', 'corcode': '91110107MA01NXEB2B', 'cid': '002105291258781982'}
{'cname': '北京豪盛恒大科技有限公司', 'corcode': '91110115790666770M', 'cid': '002105291258781983'}
{'cname': '玺创建筑装饰工程（北京）有限公司', 'corcode': '9111011579511895XJ', 'cid': '002105291255771505'}
{'cname': '北京中源汇通建筑装饰工程有限公司', 'corcode': '91110108397463010N', 'cid': '002105291255771506'}
{'cname': '北京弘基诚志建筑劳务有限公司', 'corcode': '91110228587679947K', 'cid': '002105291255771507'}
{'cname': '北京海良鑫昌建设工程有限公司', 'corcode': '9111010658082198X4', 'cid': '002105291255771510'}
{'cname': '北京晟园绿化工程有限公司', 'corcode': '91110115MA01QF0862', 'cid': '002105291258781972'}
{'cname': '北京西拓联合环境工程有限公司', 'corcode': '91110115584497347T', 'cid': '002105291255771511'}
{'cname': '北京恒溢源建设工程有限公司', 'corcode': '91110109700084487L', 'cid': '002105291255771512'}
{'cname': '北京展创丰华工程项目管理有限公司', 'corcode': '91110105664626735R', 'cid': '002105291254744159'}
{'cname': '北京京徽鼎力建筑工程有限公司', 'corcode': '91110112MA002Y3C8H', 'cid': '002105291254744161'}
{'cname': '北京雷布斯雷电安全科技有限公司', 'corcode': '911101073396788068', 'cid': '002105291254744172'}
{'cname': '北京赛聚建筑工程有限公司', 'corcode': '91110117MA020K8L6E', 'cid': '002105291328068493'}
{'cname': '明锐通（北京）建筑工程有限公司', 'corcode': '91110117MA020NXG2T', 'cid': '002105291328068494'}
{'cname': '北京佳兴春起道路养护有限公司', 'corcode': '91110117571281686W', 'cid': '002105291328068497'}
{'cname': '首冶智汇（北京）机电工程技术有限公司', 'corcode': '91110109MA01TRDQ5B', 'cid': '002105291335090427'}
{'cname': '北京万华百顺电力设备安装有限公司', 'corcode': '91110113MA00AELP86', 'cid': '002105291328057671'}
{'cname': '北京中天越铭建筑工程有限公司', 'corcode': '91110114L33853803G', 'cid': '002105291335085700'}
{'cname': '北控清道夫（北京）城市环境服务有限公司', 'corcode': '91110114057359567A', 'cid': '002105291335090428'}
{'cname': '北京中友华盛建筑有限公司', 'corcode': '91110109MA01YW2B3X', 'cid': '002105291335085691'}
{'cname': '北京易晟建筑工程有限责任公司', 'corcode': '91110114MA01Y8T69A', 'cid': '002105291335085697'}
{'cname': '北京中恒华筑建设工程有限公司', 'corcode': '91110109MA020N0W33', 'cid': '002105291335085702'}
{'cname': '金捷利工程技术（北京）有限公司', 'corcode': '91110112MA01GB1P61', 'cid': '002105291335086378'}
{'cname': '北国恒建建设有限公司', 'corcode': '91110117MA020AER6L', 'cid': '002105291335086041'}
{'cname': '世纪兴华（北京）建设有限公司', 'corcode': '91110117MA01YLN079', 'cid': '002105291335086042'}
{'cname': '北京蓝白格建筑装饰设计有限公司', 'corcode': '91110117MA001Y0D1C', 'cid': '002105291335088038'}
{'cname': '天工营造（北京）工程有限公司', 'corcode': '91110114MA01YMX383', 'cid': '002105291328055280'}
{'cname': '中恒富达（北京）建筑工程有限公司', 'corcode': '91110109MA0214H972', 'cid': '002106101903109116'}
{'cname': '北京洋河消防工程有限公司', 'corcode': '91110112MA01AU0W6M', 'cid': '002106081916107168'}
{'cname': '北京十方瑞立工程技术有限责任公司', 'corcode': '91110114MA01RBMU0N', 'cid': '002106101903109117'}
{'cname': '北京纬金惠建筑工程有限公司', 'corcode': '91110117MA028LKT42', 'cid': '002106081916107169'}
{'cname': '北京嘉圣鑫辰装饰工程有限公司', 'corcode': '91110111306560887F', 'cid': '002106081916107182'}
{'cname': '东乾（北京）建设有限公司', 'corcode': '91110109MA020DMN20', 'cid': '002106101903109118'}
{'cname': '建和汇鑫（北京）建筑工程有限公司', 'corcode': '91110109MA01RU2MXT', 'cid': '002106081916107170'}
{'cname': '华冶建工（北京）建设有限公司', 'corcode': '91110111MA01YU2327', 'cid': '002106081916107171'}
{'cname': '北京合川建筑工程有限公司', 'corcode': '91110109MA021AP86B', 'cid': '002106101903109119'}
{'cname': '北京浩洪建筑装饰工程有限公司', 'corcode': '91110111MA00G36L23', 'cid': '002106081916107172'}
{'cname': '北京国宇鑫盛建筑工程有限公司', 'corcode': '91110111348405412R', 'cid': '002106081916107173'}
{'cname': '北德智能（北京）工程建设有限公司', 'corcode': '91110109MA020Y546R', 'cid': '002106051903105393'}
{'cname': '北京盛世晨阳建筑装饰工程有限公司', 'corcode': '91110109MA01X2ML5M', 'cid': '002106051903105394'}
{'cname': '中电华材（北京）环保科技有限公司', 'corcode': '91110105MA00AL7C14', 'cid': '002106101903109120'}
{'cname': '北京晟启绿源环境科技发展有限责任公司', 'corcode': '91110105MA00BWEF60', 'cid': '002106081916107174'}
{'cname': '北京精卓装饰工程有限公司', 'corcode': '91110115MA04FU071A', 'cid': '002112101917234276'}
{'cname': '北京博杰万通科技有限公司', 'corcode': '91110109MA04F2P31E', 'cid': '002112101917234280'}
{'cname': '北京开成建安建筑工程有限公司', 'corcode': '91110108MA01WN7BXH', 'cid': '002112101917234287'}
{'cname': '北京一诺时代数字科技有限公司', 'corcode': '91110102051407513L', 'cid': '002201172017260753'}
{'cname': '北京美纳私工程设计有限公司', 'corcode': '91110109MA02138A5J', 'cid': '002201172017260754'}
{'cname': '中北建工（北京）建设有限公司', 'corcode': '91110117MA04DU2M61', 'cid': '002201091922254139'}
{'cname': '北京哈工信息产业股份有限公司', 'corcode': '91110108MA01M2EL4E', 'cid': '002201091922254140'}
{'cname': '北京石门建设工程有限公司', 'corcode': '91110109MA7DAYHC58', 'cid': '002201192017261853'}
{'cname': '北京君维建设工程有限公司', 'corcode': '91110109MA04EHLP1N', 'cid': '002201192017261871'}
{'cname': '北京中纯建设工程有限公司', 'corcode': '91110109MA7DB45B4U', 'cid': '002201192017261854'}
{'cname': '北京员力源建筑装饰工程有限责任公司', 'corcode': '91110114697654820H', 'cid': '002201192017261872'}
{'cname': '北京中阳皓轩建设有限公司', 'corcode': '91110109MA7CMUP01E', 'cid': '002201192017261855'}
{'cname': '北京万向鸿基建设有限公司', 'corcode': '91110109MA7CQPMB0M', 'cid': '002201192017261856'}
{'cname': '北京万象天恒工程集团有限公司', 'corcode': '91110111MA01R2WG56', 'cid': '002201192017261873'}
{'cname': '北京中腾宏顺建设有限公司', 'corcode': '91110109MA7CQC3559', 'cid': '002201192017261857'}
{'cname': '中国五洲工程设计集团有限公司', 'corcode': '91110000101122912T', 'cid': '002105291240542399'}
{'cname': '北京云鼎金鑫建筑工程有限公司', 'corcode': '91110113MA00DF3X8A', 'cid': '002105291240541924'}
{'cname': '北京中昆建设工程有限责任公司', 'corcode': '91110116MA00FUG29W', 'cid': '002105291240541937'}
{'cname': '德科（北京）绿色环境工程有限公司', 'corcode': '91110116MA00F6KH1W', 'cid': '002105291240541939'}
{'cname': '北京金电联供用电咨询有限公司', 'corcode': '91110109700094626E', 'cid': '002105291240555739'}
{'cname': '北京兴润诚金属装饰工程有限公司', 'corcode': '911101157990178818', 'cid': '002105291241563941'}
{'cname': '北京雅宝阁建筑装饰有限公司', 'corcode': '91110228699647544P', 'cid': '002105291241563953'}
{'cname': '中建博诚（北京）建筑工程有限公司', 'corcode': '91110117MA00411AXB', 'cid': '002105291241563776'}
{'cname': '北京时代天正建材科技有限公司', 'corcode': '911101156000927387', 'cid': '002105291241563777'}
{'cname': '北京筑鼎建筑装饰工程有限公司', 'corcode': '91110114744739131K', 'cid': '002105291241563778'}
{'cname': '北京态金工程技术有限公司', 'corcode': '91110109MA00DB3M79', 'cid': '002105291240542133'}
{'cname': '北京凯荣泽科技有限公司', 'corcode': '911101145768843121', 'cid': '002105291241563779'}
{'cname': '北京北建得力建筑工程有限公司', 'corcode': '91110109MA00GUE56Y', 'cid': '002105291241563782'}
{'cname': '北京天基新材料股份有限公司', 'corcode': '911100006804517796', 'cid': '002105291241563628'}
{'cname': '北京安居建研科技有限公司', 'corcode': '91110114738211568K', 'cid': '002105291241563629'}
{'cname': '京润天城（北京）建设有限公司', 'corcode': '91110109MA00FDCP56', 'cid': '002105291240552874'}
{'cname': '北京涵瑞建筑工程有限公司', 'corcode': '91110111MA00H8QB7B', 'cid': '002105291240560157'}
{'cname': '北京保旭建筑工程有限公司', 'corcode': '91110109MA00BXDJ5B', 'cid': '002105291241569957'}
{'cname': '北京鼎业环艺装饰有限公司', 'corcode': '91110113091850368J', 'cid': '002105291241569965'}
{'cname': '北京精诚乐业建筑劳务有限公司', 'corcode': '91110115771976992T', 'cid': '002105291241569209'}
{'cname': '北京林涵顺发建筑装饰工程有限公司', 'corcode': '91110116MA008Q1U33', 'cid': '002105291241569214'}
{'cname': '北京斯普瑞电气安装工程有限公司', 'corcode': '91110115802870921M', 'cid': '002105291241569219'}
{'cname': '北京鑫业安顺装饰工程有限公司', 'corcode': '9111011578617735XU', 'cid': '002105291241569655'}
{'cname': '北京京荷机电工程有限公司', 'corcode': '91110109MA0185QC9X', 'cid': '002105291240560026'}
{'cname': '北京智晟天成建筑工程有限公司', 'corcode': '91110115MA00F88D80', 'cid': '002105291240560027'}
{'cname': '北京中元众邦建设工程有限公司', 'corcode': '91110111MA00H9UW75', 'cid': '002105291240560168'}
{'cname': '北京新兴创业装饰工程有限公司', 'corcode': '911101127423231320', 'cid': '002105291241568263'}
{'cname': '中建江南建设工程有限公司', 'corcode': '91110228MA00BMGK20', 'cid': '002105291241568264'}
{'cname': '北京国璐华宸建筑工程有限公司', 'corcode': '91110109MA017T806D', 'cid': '002105291240560042'}
{'cname': '北京盛俊嘉业市政工程有限公司', 'corcode': '91110115MA00FLKE86', 'cid': '002105291241568708'}
{'cname': '北京久盛鑫源建筑工程有限公司', 'corcode': '91110111MABTBY3T2U', 'cid': '002209172019391794'}
{'cname': '北京盛世瑞景建筑工程有限公司', 'corcode': '91110111MABR6TU20Y', 'cid': '002209172019391791'}
{'cname': '北京顺业兴达建筑工程有限公司', 'corcode': '91110111MABT61EWXP', 'cid': '002209172019391792'}
{'cname': '北京南城华晟建筑工程有限公司', 'corcode': '91110111MABTBXWM7W', 'cid': '002209172019391793'}
{'cname': '北京博瑞昌盛建筑工程有限公司', 'corcode': '91110111MABU160X62', 'cid': '002209172019391795'}
{'cname': '北京海卫士电子有限公司', 'corcode': '91110108772578574E', 'cid': '002209192047392409'}
{'cname': '北京龙伍兴业建筑工程有限公司', 'corcode': '91110116MA7NBH2T7W', 'cid': '002209192048392421'}
{'cname': '北京优悦方技术有限公司', 'corcode': '91110113MA01M3U90Y', 'cid': '002209212110394264'}
{'cname': '北京建通科业建筑工程有限公司', 'corcode': '91110111MABQM5EK76', 'cid': '002209172019391796'}
{'cname': '北京汉强建筑装饰工程有限公司', 'corcode': '91110107MA7M9DFR00', 'cid': '002209212110394265'}
{'cname': '北京香橙建筑装饰工程有限公司', 'corcode': '91110229MA01WN1W33', 'cid': '002209172019391797'}
{'cname': '北京首绘工程设计有限公司', 'corcode': '91110109MA7MHU0R5A', 'cid': '002209202020393787'}
{'cname': '北京鸿博祥诚建筑装饰工程有限公司', 'corcode': '911101090741609128', 'cid': '002209192048392515'}
{'cname': '北京高驰迅杰智能技术有限公司', 'corcode': '91110108784820372J', 'cid': '002208042023365170'}
{'cname': '北京中租盛源建筑工程有限公司', 'corcode': '91110109MABWFYHU4T', 'cid': '002209172019391820'}
{'cname': '北京徽艺景涛装饰设计工程有限公司', 'corcode': '91110109080515580K', 'cid': '002105291259816225'}
{'cname': '北京国瑞君创建设有限公司', 'corcode': '91110109MA01Q08L2D', 'cid': '002105291259816227'}
{'cname': '中臻德和（北京）建设工程有限公司', 'corcode': '91110106MA01ME1M29', 'cid': '002105291259830559'}
{'cname': '北京泽岳建筑工程有限责任公司', 'corcode': '91110115MA01LWD96U', 'cid': '002105291259830567'}
{'cname': '北京弘朔建筑劳务工程有限公司', 'corcode': '91110115MA01RXT18H', 'cid': '002105291259830568'}
{'cname': '北京大通基业设备租赁有限公司', 'corcode': '91110115057312582R', 'cid': '002105291259830580'}
{'cname': '北京浩壹科技有限公司', 'corcode': '91110114MA01C7R04C', 'cid': '002105291259815136'}
{'cname': '北京鹏兴建设工程有限公司', 'corcode': '91110228MA01T1PX8T', 'cid': '002105291259815138'}
{'cname': '北京顺业建设工程有限公司', 'corcode': '91110109MA01LCRR8D', 'cid': '002105291259831275'}
{'cname': '北京林大匠心园林工程有限公司', 'corcode': '91110114MA00G7WL9X', 'cid': '002105291259825538'}
{'cname': '中晟睿越（北京）建筑工程有限公司', 'corcode': '91110117MA01QDEK8H', 'cid': '002105291259825539'}
{'cname': '北京基业昌达电力工程有限公司', 'corcode': '91110109MA01NWKT56', 'cid': '002105291259817176'}
{'cname': '北京祥汇昌建筑工程有限公司', 'corcode': '91110114MA01HXBG1R', 'cid': '002105291259821014'}
{'cname': '北京中庆弘伟建设工程有限公司', 'corcode': '91110109MA01QNYW0B', 'cid': '002105291259822057'}
{'cname': '北京缔虹国际机电设备安装工程有限公司', 'corcode': '91110116MA00DEA77C', 'cid': '002105291259815166'}
{'cname': '北京博能安泰电力工程有限公司', 'corcode': '91110112MA00EQF26N', 'cid': '002105291328036314'}
{'cname': '中弘嘉盛（北京）建设有限公司', 'corcode': '91110109MA01Y99R64', 'cid': '002105291322011346'}
{'cname': '北京精科泰恒机电设备安装工程有限公司', 'corcode': '91110115071732321X', 'cid': '002105291322011685'}
{'cname': '鑫达通顺（北京）建筑工程有限公司', 'corcode': '91110117MA01WEGB28', 'cid': '002105291322011350'}
{'cname': '北京正兴劳务有限公司', 'corcode': '91110113672831990W', 'cid': '002105291322011683'}
{'cname': '北京利帆致远智能技术有限公司', 'corcode': '91110111683590280Y', 'cid': '002105291322013074'}
{'cname': '北京鼎鑫悦建筑工程有限公司', 'corcode': '91110113MA01JWTE8L', 'cid': '002105291328038011'}
{'cname': '北京龙翔永泰市政工程（集团）有限公司', 'corcode': '91110108673822447F', 'cid': '002105291328026610'}
{'cname': '北京振鸿建设工程有限公司', 'corcode': '91110111MA01FQW39N', 'cid': '002105291328026606'}
{'cname': '中泰恒鑫（北京）建设有限公司', 'corcode': '91110114MA017RN49A', 'cid': '002105291322013076'}
{'cname': '北京华录乐城建筑设计有限公司', 'corcode': '9111010775872765X9', 'cid': '002105291322013080'}
{'cname': '北京浩宇盛杰建筑工程有限公司', 'corcode': '91110111MA01MUKQXB', 'cid': '002105291328028011'}
